Msqnm,Fctn,Prvn,Pftn,Cont,Spfcadd,Msqintdc,Topmsq,Kcrsusp,Sncarlv,Longit,Latit
平凉清真西寺,,甘肃省,陇南市,徽县,,,,,,103.369019,34.707512
平凉永乐清真寺,年代不详,甘肃省,平凉市,白水镇,甘肃省平凉市白水镇,永乐清真寺位于甘肃省平凉市白水镇。民国元年(1911年)由清末任过统领、民国时任营长的魏长林带领坊民扩建了该寺。,,,,106.995834,35.431522
静宁县清真寺,年代不详,甘肃省,平凉市,静宁县,,静宁县清真寺位于甘肃省静宁县城站院巷内，始建于明嘉靖十四年(1536年)，迄今已有450多年的历史。初建时规模不大，约700平方米，后来随着穆斯林人数的不断增多，自清康熙五十一年(1712年)以来，曾三次翻修扩建。建筑布局依西向东，以礼拜大殿、邦克楼、牌坊为轴线，南北两侧配有厢房。建筑全貌颇为考究，传说是聘请四川名匠仿效当年刘备金殿建造的。现为静宁县重点文物保护建筑物之一，又是全县城穆斯林宗教活动的主要场所。,,,,118.794500,32.038990
平凉秦陇寺,年代不详,甘肃省,平凉市,南台区,甘肃省平凉市南台区,平凉秦陇寺位于甘肃省平凉市南台区，是陇东地区陕西学派著名清真寺之一。该寺于1950年在坊民马占林等人倡议负责下建成，有礼拜大殿14间，沐浴室、南北厢房齐全。,,,,106.525993,35.545601
平凉清真东北寺,年代不详,甘肃省,平凉市,,甘肃省平凉市城区盘旋东路,平凉清真东北寺位于甘肃省平凉市城关盘旋东路。该寺于1920年由刘福贵、马贵德等人倡议主持建成。1958年被毁。1987年在教民郭景文、马德林、马学昌等人领导下开始重建，1989年修成。,,,,106.674770,35.542580
平凉清真东大寺,年代不详,甘肃省,平凉市,,甘肃省平凉市东寺巷,平凉东大寺位于甘肃省平凉城区东大门(312线盘旋路以东约300米)，该寺由马志明哈吉倡导，由坊民杨德义等于1942年创建。,,,,106.674770,35.542580
后街清真寺,年代不详,甘肃省,天水市,秦州区,甘肃天水市秦州区,后街清真寺是甘肃省天水市的清真古寺之一，始建于元至正(1341—1368年)年间，占地面积1730.93平方米，寺庙整体建筑为，殿内古朴典雅，肃穆庄严。,,,,105.724170,34.580880
张家川西桥头清真寺,年代不详,甘肃省,天水市,,甘肃省张家川回族自治县张川镇,西桥头清真寺位于甘肃省张家川回族自治县张川镇，始建于1983年。全寺建筑总面积124平方米。,,,,106.216919,34.994381
临潭县太平寨清真东寺,年代不详,甘肃省,枣庄市,,山东省枣庄市,太平东寺位于羊永乡太平寨村中心，北倚城墙南侧，西与西道堂清真西B接，南邻村街，东面是空旷场地，占地面积为1.1亩。全折麻提有90多户，450多人。东寺在太平村的历史不过百年，曾经几度兴废，修复于1988年。就其太平寨清真寺的历史沿革而言，最早只有一座清真寺，后来由于信教群众先后接受了华寺、北庄、西道堂、伊黑瓦尼等不同教礼，随即产生了上夺、西寺和东寺三座清真寺。,,,,117.461300,35.099630
肃南清真寺,年代不详,甘肃省,张掖市,肃南县,甘肃省肃南县青龙乡隆丰村,肃南清真寺，又名桥头清真寺，因其建在青龙乡隆畅河大桥桥头之旁而得名。它的前身是白庄子清真寺，始建于1944年，旧址在喇嘛乡白庄子村，1958年被毁。时隔30年后的1988年，广大教民集资15000多元，重建肃南清真寺。现寺大殿面积30平方米，全寺总建筑面积约95平方米。重建后的清真寺，临水而居，正对大桥，因地势和周围环境的衬托，颇具气势。成为隆丰村一大景。,,,,99.698685,38.854073
张掖市南关清真寺,1671年,甘肃省,张掖市,,甘肃省张掖市人民南街,南关清真寺位于甘肃省张掖市人民南街。据《甘州府志》卷五营建部份记载，甘州清真寺即回人礼拜祠也，最初于1671年(康熙十年)建于甘州城西门内。乾嘉之际迁至北大街(张掖四中校址)。,,,,100.478010,38.929670
城东清真寺,年代不详,广东省,端州区,,,"肇庆城东清真寺在端州区水师营路。根据寺内所存的""乾隆重修清真寺碑记""记载，该寺""创自唐宋""，但另有一说始建于明代，清康熙、乾隆、道光年间曾多次修葺、扩建。寺内宽阔，今仅存礼拜殿，殿内不设偶像，空无一物，体现出伊斯兰教的特色。据寺碑记载，清真寺数次重修，乃伊斯兰教入粤在肇庆留下的宝贵历史文化遗产，1984年被列为肇庆市文物保护单位。",,,,125.937294,46.047161
广州怀圣寺,626年,广东省,广州市,越秀区,广州越秀区,怀圣寺是广州的清真古寺之一，始建于唐高祖武德年间，怀圣寺总面积1553平方米，整体建筑为典型的阿拉伯建筑风格，寺内设有教长室、藏经室，礼拜大殿和专供洗礼的水房寺内的光塔。,是,,,113.266800,23.129010
广州市小东营清真寺,年代不详,广东省,广州市,,广东省广州市越华路小东营街,"小东营清真寺是广州市的清真古寺之一，始建于广州市小东营地区，修建于明代成化年间，小东营清真寺占地面积0.9亩，建筑总面积为530平方米，大殿建筑面积153平方米。整体建筑形式为中国宫殿式结构。小东营清真寺历史悠久，有着优秀的文化传统，从建寺始一直设有经堂教育，先后成立过""广州回教青年会""和""回教同益会""等民间组织，另外还有殡礼服务处。",,,,113.273240,23.157920
清真先贤古墓礼拜殿,年代不详,广东省,广州市,,广东省广州市越秀区解放北路901号,清真先贤古墓礼拜殿位于先贤古墓的西侧，为五进深、前后两坡歇山顶飞檐式二层建筑，可供3000人同时进行礼拜活动，成为当今广州市最大的伊斯兰教宗教活动场所。,,,,113.260070,23.142230
肇庆城西清真寺,年代不详,广东省,肇庆市,端州区,端州区,城西清真寺，肇庆市文物保护单位。清乾隆年间创寺于忠勇坊，后迁至现址。占地面积1285.2平方米。,,,,112.484610,23.051960
百色清真寺,清康熙年间,广西壮族自治区,百色市,,广西百色市中华街,百色清真寺位于广西百色市中华街，该寺始建于清康熙年间，为云南乡老捐资兴建，是该地区唯一的清真寺。寺另有古碑2块、其一为光绪三十二年(1906年)所立，碑文清晰如初;另一块磨损严重，字迹难辨。前者详细记载了该寺建造、维修的过程以及寺产清单。,,,,106.625908,23.898911
临桂县五通清真寺,年代不详,广西壮族自治区,桂林市,临桂县,,五通清真寺位于桂林市政府驻地，所在五通镇现属临桂区管辖。寺始建于嘉庆年间(1796年一182O年)，1915年重新修耷。西临美丽的洛清江，风景如画。该寺现有教民230多人，尊行老格迪国教礼。均系回族。,,,,114.161308,33.432171
临桂县旧村清真寺,年代不详,广西壮族自治区,桂林市,临桂县,广西临桂县会仙乡旧村,始建于明代初年，为广西历史最悠久的清真寺之一，寺占地约2亩。位于桂林市南，距市区40多华里。教民中以白姓、马姓、傅姓最多，以后陆续外迁，现巳衰落。寺有教民约400人，均系回族。,,,,110.230377,25.079792
临桂县六塘清真寺,清乾隆年间,广西壮族自治区,桂林市,临桂县,,六塘清真寺约始建于清乾隆年间，后毁于兵整，道光年间重修，迄今为广西保存较完整规模较大的一座清真寺。现占地面积约3.7亩，建筑总面积1700平方米，大殿建筑面积约300平方米。,,,,109.413100,24.313840
临桂县两江清真寺,清光绪年间,广西壮族自治区,桂林市,临桂县,广西临桂县两江镇,两江清真寺位于广西临桂县两江镇，始建于清光绪年间。现寺门经年关闭，院内破败荒芜。,,,,110.024101,25.199141
灵川县大圩清真寺,乾隆四十年（1775年）,广西壮族自治区,桂林市,灵川县,广西灵川县大圩镇生产下街,大圩清真寺位于广西灵川县大圩镇生产下街，建于乾隆四十年(1775年)，后屡有修缮，光绪二十年(1904年)重建。现今大殿为木楼式建筑，礼拜殿在楼上，下层为大厅，厅后两侧为厨房、浴室，厅侧建有套间，为教长休息室。,,,,110.423370,25.185701
平乐清真寺,年代不详,广西壮族自治区,桂林市,平乐县,广西平乐县城关正西街93号,平乐清真寺位于广西平乐县城关正西街93号。初建于清乾隆元年(1736)。平乐清真寺亦称平乐回教礼拜堂，占地0.7亩。,,,,110.639921,24.634671
永福县城清真寺,年代不详,广西壮族自治区,桂林市,永福县,广西永福县城关镇,永福县城清真寺位于广西永福县城关镇，始建于清代初年，前身寺建在张公坪，最初创建年代可推至明嘉靖年间(1522年一1566年)。后迁至现址。1清真寺占地不足半亩，但追溯本源，年久历深，对研究中国伊斯兰教发展史当具宝贵价值。,,,,109.983180,24.980010
永福县苏桥清真寺,清乾隆年间,广西壮族自治区,桂林市,永福县,广西永福县苏桥乡,苏桥清真寺位于广西永福县苏桥乡，始建于清乾隆年间。现今该寺占地面积约1.3亩，其中大殿建筑面积153平方米，为中国传统宫殿式建筑风格。,,,,110.080757,25.065302
临桂县山尾清真寺,年代不详,广西壮族自治区,桂林市,永福县,广西永福县城关镇,山尾清真寺位于广西临桂县会仙乡山尾村，始建于明末清初，占地面积约1亩多，有大群一座，博敞弘丽，犹存古风。其中尾清真寺的教民白崇禧将军，是中国现代史上有名的政治家、军事家。,,,,109.983180,24.980010
永福县罗锦清真寺,道光三十年（1850年）,广西壮族自治区,桂林市,永福县,广西永福县罗锦镇,罗锦清真寺位于广西永福县罗锦镇，始建于道光三十年(1850年)。多年几经损毁，于1986年重建，1988年建成。现今占地面积近7亩，其中大殿为楼台式，绿色圆拱顶，钢筋混凝土结构。,,,,110.101494,25.016392
桂林清真古寺,年代不详,广西壮族自治区,桂林市,,广西桂林市民族路桃花江畔,"中国伊斯兰教清真寺。位于广西桂林市西门外大街。据清康熙三十九年(1700)《重建西门清真寺并学堂养膳碑记》和嘉庆三年(1798)《重建清真寺碑记》记载，该寺大殿建于康熙年间，两廊及邦克楼建于嘉庆年间。整体建筑为四合院式，邦克楼居中，左右为讲堂，大殿在后。后窑殿面阔两间。在后窑殿左右与大殿后部，又有左右后廊，作为礼拜后向外远眺用。此一建筑手法，在清真寺建筑中较为罕见。《中国伊斯兰教建筑》称:""此寺大殿的宏大国内少见。""寺内原设经文大学、小学及女学各1所。抗日战争期间，成达师范学校迁桂林，校址即设于寺内。清末民初曾在寺旁建一女寺。此寺""文化大革命""中被拆毁，现已修复。",,,,110.272133,25.296040
桂林西巷清真寺,年代不详,广西壮族自治区,桂林市,,,西巷清真寺又称东北寺，位于广西桂林市正阳路西巷，始建于清光绪三十三年(1907年)。西巷寺一进两院，进大门，两厢为宿舍、过天井是一栋二层楼，上层为礼拜大殿，下层为经学，楼顶正对大设为八角形尖拱。,,,,106.216919,34.994381
桂林西城路清真女寺,年代不详,广西壮族自治区,桂林市,,广西桂林市西城路西头,"西城路清真女寺，也叫西内女寺，创建于1926年，由来相尧发起创办，并由她任该寺第一位女教长，桂林穆斯林都亲切地称她""宋二娘""。现该寺占地1亩多，大殿设寺内楼上，每日都有数十名妇女入寺礼拜，楼下及铺面开办清真饮食业，以专养寺。建女寺是广西伊斯兰教的一大特色，而穆斯林众多的其他许多省分却并不多见。",,,,110.287514,25.271851
桂林码坪清真大寺,年代不详,广西壮族自治区,桂林市,,广西桂林市七星公园内,该寺始建于康熙十年(1671年)，次年完工。占地面积3亩多，原寺为一典型四合院式建筑，大殿为民殿式，另建有宣礼塔、经学、宿舍、净水房，停尸房等。寺既在桂林，风景自殊，漓江绕流，水如绿绸，四山秀色，出手可悒。,,,,110.312798,25.272200
桂林崇善街清真寺,年代不详,广西壮族自治区,桂林市,,,崇善街清真寺位于广西桂林市西门内，始建于清代雍正末年(1735)。该寺是桂林市规模较大、保存完整的清真寺，被列为桂林市重点文物保护单位。,,,,117.961662,32.509933
桂林市底清真寺,年代不详,广西壮族自治区,桂林市,,广西桂林市城郊底村,城郊底村清真寺创建于清同治十三年(1874年)，构造粗备，自成院落，是附近居民礼拜之所。自1950年以后，寺终年关门。,,,,110.333168,25.062262
鹿寨县清真寺,年代不详,广西壮族自治区,柳州市,鹿寨县,广西鹿寨县太和街,鹿寨县清真寺位于广西鹿寨县太和街。有教民131户，619人，均属回族。属规模较小的清真寺。,,,,109.740997,24.486090
